Operon,IdGene,Type,COGgene,start,end,end.gff,Strand,Function,chr,acc,locus_tag,old_locus_tag,length_nt,type,annotation
803,cds1172,CDS,COG0318,1126927,1128534,1128534,-,[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II ,NC_013967.1,WP_004043706.1,HVO_RS10640,HVO_1236,1608,protein_coding,AMP-dependent synthetase
805,cds1174,CDS,COG0667,1129774,1130748,1130748,+,[C] Predicted oxidoreductases (related to aryl-alcohol dehydrogenases),NC_013967.1,WP_004043704.1,HVO_RS10650,HVO_1238,975,protein_coding,aldo/keto reductase
806,cds1178,CDS,COG3794,1133594,1134265,1134265,-,[C] Plastocyanin     ,NC_013967.1,WP_004043700.1,HVO_RS10670,HVO_1241,672,protein_coding,SCO family protein
807,cds1179,CDS,COG2837,1134411,1135709,1135709,+,[P] Predicted iron-dependent peroxidase   ,NC_013967.1,WP_004043699.1,HVO_RS10675,HVO_1242,1299,protein_coding,Tat pathway signal protein
808,cds1180,CDS,COG0785,1135740,1136432,1136432,-,[O] Cytochrome c biogenesis protein  ,NC_013967.1,WP_004043698.1,HVO_RS10680,HVO_1243,693,protein_coding,cytochrome c biogenesis protein
808,cds1181,CDS,COG3794,1136432,1137022,1137022,-,[C] Plastocyanin     ,NC_013967.1,WP_004043697.1,HVO_RS10685,HVO_1244,591,protein_coding,TlpA family protein disulfide reductase
809,cds1182,CDS,COG1651,1137170,1137853,1137853,-,[O] Protein-disulfide isomerase    ,NC_013967.1,WP_004043696.1,HVO_RS10690,HVO_1245,684,protein_coding,DSBA oxidoreductase
810,cds1183,CDS,COG0633,1138037,1138414,1138414,+,[C] Ferredoxin     ,NC_013967.1,WP_004043695.1,HVO_RS10695,HVO_1246,378,protein_coding,(2Fe-2S)-binding protein
811,cds1184,CDS,COG1051,1138428,1139003,1139003,-,[F] ADP-ribose pyrophosphatase    ,NC_013967.1,WP_004043694.1,HVO_RS10700,HVO_1247,576,protein_coding,NUDIX domain-containing protein
812,cds1186,CDS,COG1325,1139413,1139841,1139841,+,[J] Predicted exosome subunit   ,NC_013967.1,WP_004043692.1,HVO_RS10710,HVO_1249,429,protein_coding,hypothetical protein
813,cds1187,CDS,COG1225,1139884,1140447,1140447,-,[O] Peroxiredoxin     ,NC_013967.1,WP_004043691.1,HVO_RS10715,HVO_1250,564,protein_coding,thioredoxin family protein
814,cds1188,CDS,COG2510,1140529,1140954,1140954,-,[S] Predicted membrane protein   ,NC_013967.1,WP_004043690.1,HVO_RS10720,HVO_1251,426,protein_coding,hypothetical protein
817,cds1191,CDS,COG0477,1142179,1143417,1143417,-,[GEPR] Permeases of the major facilitator superfamily,NC_013967.1,WP_004043684.1,HVO_RS10735,HVO_1255,1239,protein_coding,MFS transporter
818,cds1192,CDS,COG1721,1143500,1144399,1144399,-,[R] Uncharacterized conserved protein (some members contain,NC_013967.1,WP_004043683.1,HVO_RS10740,HVO_1256,900,protein_coding,DUF58 domain-containing protein
818,cds1193,CDS,COG0714,1144407,1145423,1145423,-,[R] MoxR-like ATPases    ,NC_013967.1,WP_004043682.1,HVO_RS10745,HVO_1257,1017,protein_coding,MoxR family ATPase
819,cds1198,CDS,COG1757,1151434,1152891,1152891,+,[C] Na+/H+ antiporter    ,NC_013967.1,WP_004043677.1,HVO_RS10770,HVO_1262,1458,protein_coding,Na+/H+ antiporter NhaC
821,cds1201,CDS,COG1522,1154320,1154805,1154805,+,[K] Transcriptional regulators    ,NC_013967.1,WP_004043674.1,HVO_RS10785,HVO_1265,486,protein_coding,Lrp/AsnC family transcriptional regulator
821,cds1202,CDS,COG0436,1154802,1155953,1155953,+,[E] Aspartate/tyrosine/aromatic aminotransferase    ,NC_013967.1,WP_004043673.1,HVO_RS10790,HVO_1266,1152,protein_coding,aminotransferase
821,cds1203,CDS,COG0589,1156060,1156485,1156485,+,[T] Universal stress protein UspA and related,NC_013967.1,WP_004043672.1,HVO_RS10795,HVO_1267,426,protein_coding,universal stress protein
824,cds1206,CDS,COG2204,1159897,1160487,1160487,-,"[T] Response regulator containing CheY-like receiver, AAA-type",NC_013967.1,WP_004043667.1,HVO_RS10810,HVO_1271,591,protein_coding,DNA-binding protein
825,cds1207,CDS,COG1378,1160641,1161729,1161729,-,[K] Predicted transcriptional regulators   ,NC_013967.1,WP_004043666.1,HVO_RS10815,HVO_1272,1089,protein_coding,TrmB family transcriptional regulator
826,cds1208,CDS,COG0516,1161871,1163367,1163367,-,[F] IMP dehydrogenase/GMP reductase   ,NC_013967.1,WP_004043665.1,HVO_RS10820,HVO_1273,1497,protein_coding,IMP dehydrogenase
828,cds1211,CDS,COG0432,1164974,1165360,1165360,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004043663.1,HVO_RS10835,HVO_1275,387,protein_coding,hypothetical protein
829,cds1212,CDS,COG2888,1165483,1165683,1165683,+,[J] Predicted Zn-ribbon RNA-binding protein with a,NC_013967.1,WP_004043662.1,HVO_RS10840,HVO_1276,201,protein_coding,hypothetical protein
831,cds1214,CDS,COG0262,1166683,1167171,1167171,+,[H] Dihydrofolate reductase    ,NC_013967.1,WP_004043660.1,HVO_RS10850,HVO_1279,489,protein_coding,dihydrofolate reductase
831,cds1215,CDS,COG0477,1167265,1168569,1168569,+,[GEPR] Permeases of the major facilitator superfamily,NC_013967.1,WP_004043659.1,HVO_RS10855,HVO_1280,1305,protein_coding,MFS transporter
832,cds1216,CDS,COG0438,1168624,1169697,1169697,-,[M] Glycosyltransferase     ,NC_013967.1,WP_004043658.1,HVO_RS10860,HVO_1281,1074,protein_coding,glycosyltransferase family 1 protein
832,cds1217,CDS,COG0720,1169699,1170076,1170076,-,[H] 6-pyruvoyl-tetrahydropterin synthase    ,NC_013967.1,WP_004043657.1,HVO_RS10865,HVO_1282,378,protein_coding,6-carboxytetrahydropterin synthase
832,cds1218,CDS,COG1063,1170083,1171081,1171081,-,[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases,NC_013967.1,WP_004043656.1,HVO_RS10870,HVO_1283,999,protein_coding,oxidoreductase
832,cds1219,CDS,COG2429,1171085,1171870,1171870,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004043655.1,HVO_RS10875,HVO_1284,786,protein_coding,GTP cyclohydrolase IIa
834,cds1221,CDS,COG0647,1172274,1173056,1173056,+,[G] Predicted sugar phosphatases of the HAD,NC_013967.1,WP_004043653.1,HVO_RS10885,HVO_1286,783,protein_coding,haloacid dehalogenase
835,cds1222,CDS,COG0693,1173162,1173758,1173758,+,[R] Putative intracellular protease/amidase   ,NC_013967.1,WP_004043652.1,HVO_RS10890,HVO_1287,597,protein_coding,protease
836,cds1223,CDS,COG1765,1174083,1174481,1174481,-,"[O] Predicted redox protein, regulator of disulfide",NC_013967.1,WP_004043650.1,HVO_RS10895,HVO_1289,399,protein_coding,OsmC family peroxiredoxin
837,cds1224,CDS,COG2220,1174580,1175296,1175296,-,[R] Predicted Zn-dependent hydrolases of the beta-lactamase,NC_013967.1,WP_004043649.1,HVO_RS10900,HVO_1290,717,protein_coding,metal-dependent hydrolase
838,cds1225,CDS,COG0179,1175604,1176335,1176335,+,"[Q] 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",NC_013967.1,WP_004043648.1,HVO_RS10905,HVO_1291,732,protein_coding,FAA hydrolase family protein
839,cds1226,CDS,COG5658,1176399,1176776,1176776,+,[S] Predicted integral membrane protein  ,NC_013967.1,WP_081442896.1,HVO_RS10910,HVO_1292,378,protein_coding,DUF1648 domain-containing protein
839,cds1228,CDS,COG2303,1177428,1179008,1179008,+,[E] Choline dehydrogenase and related flavoproteins ,NC_013967.1,WP_004043645.1,HVO_RS10920,HVO_1294,1581,protein_coding,GMC family oxidoreductase
840,cds1229,CDS,COG0079,1179103,1180188,1180188,+,[E] Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,NC_013967.1,WP_004043644.1,HVO_RS10925,HVO_1295,1086,protein_coding,histidinol-phosphate aminotransferase
840,cds1230,CDS,COG1936,1180185,1180694,1180694,+,[F] Predicted nucleotide kinase (related to CMP,NC_013967.1,WP_004043643.1,HVO_RS10930,HVO_1296,510,protein_coding,adenylate kinase
841,cds1233,CDS,COG2205,1181816,1183234,1183234,+,[T] Osmosensitive K+ channel histidine kinase ,NC_013967.1,WP_004043640.1,HVO_RS10945,HVO_1298,1419,protein_coding,PAS domain-containing sensor histidine kinase
842,cds1234,CDS,COG1813,1183305,1183826,1183826,+,"[K] Predicted transcription factor, homolog of eukaryotic",NC_013967.1,WP_013035531.1,HVO_RS20130,HVO_1299,522,protein_coding,TIGR00270 family protein
843,cds1235,CDS,COG2022,1183977,1184621,1184621,+,[H] Uncharacterized enzyme of thiazole biosynthesis ,NC_013967.1,WP_004043637.1,HVO_RS10960,HVO_1300,645,protein_coding,triose-phosphate isomerase
844,cds1236,CDS,COG0433,1184666,1186432,1186432,-,[R] Predicted ATPase    ,NC_013967.1,WP_004043636.1,HVO_RS10965,HVO_1301,1767,protein_coding,DUF87 domain-containing protein
845,cds1237,CDS,COG0389,1186496,1187788,1187788,-,[L] Nucleotidyltransferase/DNA polymerase involved in DNA repair,NC_013967.1,WP_004043635.1,HVO_RS10970,HVO_1302,1293,protein_coding,DNA polymerase IV
846,cds1238,CDS,COG1522,1187908,1188336,1188336,-,[K] Transcriptional regulators    ,NC_013967.1,WP_004043634.1,HVO_RS10975,HVO_1303,429,protein_coding,Lrp/AsnC family transcriptional regulator
846,cds1239,CDS,COG1013,1188454,1189392,1189392,-,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,",NC_013967.1,WP_004043633.1,HVO_RS10980,HVO_1304,939,protein_coding,2-ketoglutarate ferredoxin oxidoreductase subunit beta
846,cds1240,CDS,COG0674,1189396,1191291,1191291,-,"[C] Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases,",NC_013967.1,WP_004043632.1,HVO_RS10985,HVO_1305,1896,protein_coding,2-oxoacid:acceptor oxidoreductase subunit alpha
847,cds1241,CDS,COG0082,1191491,1192648,1192648,-,[E] Chorismate synthase    ,NC_013967.1,WP_004043631.1,HVO_RS10990,HVO_1306,1158,protein_coding,chorismate synthase
850,cds1244,CDS,COG0128,1193661,1194953,1194953,-,[E] 5-enolpyruvylshikimate-3-phosphate synthase    ,NC_013967.1,WP_004043628.1,HVO_RS11005,HVO_1308,1293,protein_coding,3-phosphoshikimate 1-carboxyvinyltransferase
851,cds1245,CDS,COG0006,1195278,1196453,1196453,+,[E] Xaa-Pro aminopeptidase    ,NC_013967.1,WP_004043627.1,HVO_RS11010,HVO_1309,1176,protein_coding,aminopeptidase P family protein
853,cds1247,CDS,COG1028,1197175,1198020,1198020,-,[IQR] Dehydrogenases with different specificities (related to,NC_013967.1,WP_013035467.1,HVO_RS11020,HVO_1311,846,protein_coding,short chain dehydrogenase
856,cds1250,CDS,COG0496,1200580,1201371,1201371,+,[R] Predicted acid phosphatase   ,NC_013967.1,WP_004043622.1,HVO_RS11035,HVO_1314,792,protein_coding,5'/3'-nucleotidase SurE
859,cds1253,CDS,COG2746,1202245,1203051,1203051,+,[V] Aminoglycoside N3'-acetyltransferase    ,NC_013967.1,WP_013035309.1,HVO_RS11050,HVO_1318,807,protein_coding,AAC(3) family N-acetyltransferase
860,cds1254,CDS,COG1764,1203115,1203540,1203540,-,"[O] Predicted redox protein, regulator of disulfide",NC_013967.1,WP_004043618.1,HVO_RS11055,HVO_1319,426,protein_coding,OsmC family peroxiredoxin
861,cds1255,CDS,COG1280,1203637,1204239,1204239,-,[E] Putative threonine efflux protein  ,NC_013967.1,WP_081442885.1,HVO_RS11060,HVO_1320,603,protein_coding,hypothetical protein
862,cds1256,CDS,COG1605,1204459,1204770,1204770,-,[E] Chorismate mutase    ,NC_013967.1,WP_004043616.1,HVO_RS11065,HVO_1322,312,protein_coding,chorismate mutase
862,cds1257,CDS,COG1685,1204767,1205636,1205636,-,[EH] Archaeal shikimate kinase   ,NC_013967.1,WP_004043615.1,HVO_RS11070,HVO_1323,870,protein_coding,shikimate kinase
864,cds1260,CDS,COG0464,1206706,1208916,1208916,+,[O] ATPases of the AAA+ class ,NC_013967.1,WP_004043611.1,HVO_RS11090,HVO_1327,2211,protein_coding,ATPase AAA
866,cds1262,CDS,COG0500,1209403,1210143,1210143,-,[QR] SAM-dependent methyltransferases    ,NC_013967.1,WP_004043609.1,HVO_RS11100,HVO_1329,741,protein_coding,class I SAM-dependent methyltransferase
868,cds1264,CDS,COG0640,1210934,1211335,1211335,+,[K] Predicted transcriptional regulators   ,NC_013967.1,WP_004043607.1,HVO_RS11110,HVO_1331,402,protein_coding,ArsR family transcriptional regulator
870,cds1266,CDS,COG1201,1211841,1214681,1214681,-,[R] Lhr-like helicases    ,NC_013967.1,WP_004043605.1,HVO_RS11120,HVO_1333,2841,protein_coding,helicase
871,cds1267,CDS,COG1575,1214772,1215047,1215047,+,"[H] 1,4-dihydroxy-2-naphthoate octaprenyltransferase    ",NC_013967.1,WP_004043604.1,HVO_RS11125,HVO_1334,276,protein_coding,hypothetical protein
872,cds1269,CDS,COG1407,1215368,1216150,1216150,-,[R] Predicted ICC-like phosphoesterases   ,NC_013967.1,WP_004043602.1,HVO_RS11135,HVO_1336,783,protein_coding,phosphoesterase
872,cds1270,CDS,COG3390,1216155,1218026,1218026,-,[S] Uncharacterized protein conserved in archaea ,NC_013967.1,WP_004043601.1,HVO_RS11140,HVO_1337,1872,protein_coding,hypothetical protein
872,cds1271,CDS,COG1599,1218023,1219306,1219306,-,"[L] Single-stranded DNA-binding replication protein A (RPA),",NC_013967.1,WP_004043600.1,HVO_RS11145,HVO_1338,1284,protein_coding,replication protein A
874,cds1273,CDS,COG0438,1219836,1220945,1220945,-,[M] Glycosyltransferase     ,NC_013967.1,WP_004043598.1,HVO_RS11155,HVO_1340,1110,protein_coding,glycosyltransferase family 1 protein
875,cds1274,CDS,COG1985,1221066,1221725,1221725,+,"[H] Pyrimidine reductase, riboflavin biosynthesis  ",NC_013967.1,WP_004043597.1,HVO_RS11160,HVO_1341,660,protein_coding,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"
876,cds1275,CDS,COG0526,1221860,1222195,1222195,+,[OC] Thiol-disulfide isomerase and thioredoxins  ,NC_013967.1,WP_004043596.1,HVO_RS11165,HVO_1342,336,protein_coding,thioredoxin
877,cds1276,CDS,COG0694,1222322,1222636,1222636,-,[O] Thioredoxin-like proteins and domains  ,NC_013967.1,WP_004043595.1,HVO_RS11170,HVO_1343,315,protein_coding,hypothetical protein
878,cds1277,CDS,COG1500,1222761,1223477,1223477,+,[J] Predicted exosome subunit   ,NC_013967.1,WP_004043594.1,HVO_RS11175,HVO_1344,717,protein_coding,ribosome assembly factor SBDS
879,cds1278,CDS,COG2383,1223505,1223834,1223834,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004043593.1,HVO_RS11180,HVO_1345,330,protein_coding,hypothetical protein
880,cds1279,CDS,COG2262,1224075,1225376,1225376,+,[R] GTPases     ,NC_013967.1,WP_004043592.1,HVO_RS11185,HVO_1346,1302,protein_coding,GTPase HflX
881,cds1280,CDS,COG0315,1225438,1225965,1225965,-,[H] Molybdenum cofactor biosynthesis enzyme  ,NC_013967.1,WP_004043591.1,HVO_RS11190,HVO_1347,528,protein_coding,cyclic pyranopterin monophosphate synthase MoaC
881,cds1281,CDS,COG0063,1225962,1227380,1227380,-,[G] Predicted sugar kinase   ,NC_013967.1,WP_004043590.1,HVO_RS11195,HVO_1348,1419,protein_coding,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
883,cds1284,CDS,COG1199,1229187,1231541,1231541,+,[KL] Rad3-related DNA helicases   ,NC_013967.1,WP_013035586.1,HVO_RS11210,HVO_1351,2355,protein_coding,ATP-dependent DNA helicase
886,cds1287,CDS,COG1193,1232332,1234074,1234074,-,[L] Mismatch repair ATPase (MutS family) ,NC_013967.1,WP_004043585.1,HVO_RS11225,HVO_1354,1743,protein_coding,DNA mismatch repair protein
887,cds1288,CDS,COG1745,1234158,1234460,1234460,-,[R] Predicted metal-binding protein   ,NC_013967.1,WP_004043584.1,HVO_RS11230,HVO_1355,303,protein_coding,hypothetical protein
888,cds1289,CDS,COG2205,1234866,1236518,1236518,+,[T] Osmosensitive K+ channel histidine kinase ,NC_013967.1,WP_004043583.1,HVO_RS11235,HVO_1356,1653,protein_coding,PAS domain S-box protein
889,cds1290,CDS,COG3413,1236660,1238408,1238408,+,[R] Predicted DNA binding protein  ,NC_013967.1,WP_004043582.1,HVO_RS11240,HVO_1357,1749,protein_coding,hypothetical protein
890,cds1291,CDS,COG0745,1238438,1238830,1238830,-,[TK] Response regulators consisting of a CheY-like,NC_013967.1,WP_004043581.1,HVO_RS11245,HVO_1358,393,protein_coding,DNA-binding response regulator
892,cds1293,CDS,COG3355,1239241,1239621,1239621,-,[K] Predicted transcriptional regulator   ,NC_013967.1,WP_004043579.1,HVO_RS11255,HVO_1360,381,protein_coding,transcriptional regulator
893,cds1294,CDS,COG0730,1239765,1240784,1240784,-,[R] Predicted permeases    ,NC_013967.1,WP_049914877.1,HVO_RS11260,HVO_1361,1020,protein_coding,sulfite exporter TauE/SafE family protein
894,cds1295,CDS,COG2391,1241450,1241914,1241914,-,[R] Predicted transporter component   ,NC_013967.1,WP_004043576.1,HVO_RS11265,HVO_1363,465,protein_coding,hypothetical protein
894,cds1296,CDS,COG2391,1241911,1242402,1242402,-,[R] Predicted transporter component   ,NC_013967.1,WP_004043575.1,HVO_RS11270,HVO_1364,492,protein_coding,hypothetical protein
894,cds1297,CDS,COG0491,1242403,1243590,1243590,-,"[R] Zn-dependent hydrolases, including glyoxylases  ",NC_013967.1,WP_004043574.1,HVO_RS11275,HVO_1365,1188,protein_coding,MBL fold metallo-hydrolase
895,cds1298,CDS,COG0425,1243858,1244109,1244109,+,"[O] Predicted redox protein, regulator of disulfide",NC_013967.1,WP_004043573.1,HVO_RS11280,HVO_1366,252,protein_coding,hypothetical protein
895,cds1299,CDS,COG2210,1244106,1244687,1244687,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004043572.1,HVO_RS11285,HVO_1367,582,protein_coding,hypothetical protein
896,cds1300,CDS,COG1237,1244879,1245682,1245682,-,[R] Metal-dependent hydrolases of the beta-lactamase superfamily,NC_013967.1,WP_004043571.1,HVO_RS11290,HVO_1368,804,protein_coding,MBL fold metallo-hydrolase
897,cds1301,CDS,COG2013,1245842,1246504,1246504,-,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004043570.1,HVO_RS11295,HVO_1369,663,protein_coding,hypothetical protein
898,cds1302,CDS,COG0014,1246610,1247944,1247944,-,[E] Gamma-glutamyl phosphate reductase   ,NC_013967.1,WP_004043569.1,HVO_RS11300,HVO_1370,1335,protein_coding,glutamate-5-semialdehyde dehydrogenase
898,cds1303,CDS,COG0263,1247937,1248842,1248842,-,[E] Glutamate 5-kinase    ,NC_013967.1,WP_004043568.1,HVO_RS11305,HVO_1371,906,protein_coding,glutamate 5-kinase
898,cds1304,CDS,COG0345,1248835,1249608,1249608,-,[E] Pyrroline-5-carboxylate reductase    ,NC_013967.1,WP_013035244.1,HVO_RS11310,HVO_1372,774,protein_coding,pyrroline-5-carboxylate reductase
899,cds1305,CDS,COG1960,1249714,1250865,1250865,-,[I] Acyl-CoA dehydrogenases    ,NC_013967.1,WP_004043566.1,HVO_RS11315,HVO_1373,1152,protein_coding,acyl-CoA dehydrogenase
899,cds1306,CDS,COG0318,1250956,1252617,1252617,-,[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II ,NC_013967.1,WP_004043565.1,HVO_RS11320,HVO_1374,1662,protein_coding,long-chain-fatty-acid--CoA ligase
899,cds1307,CDS,COG0318,1252710,1254650,1254650,-,[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II ,NC_013967.1,WP_004043564.1,HVO_RS11325,HVO_1375,1941,protein_coding,o-succinylbenzoate--CoA ligase
900,cds1309,CDS,COG0393,1255092,1255466,1255466,+,[S] Uncharacterized conserved protein   ,NC_013967.1,WP_004043562.1,HVO_RS11335,HVO_1377,375,protein_coding,hypothetical protein
902,cds1312,CDS,COG1884,1256541,1258217,1258217,-,"[I] Methylmalonyl-CoA mutase, N-terminal domain/subunit  ",NC_013967.1,WP_004043559.1,HVO_RS11350,HVO_1380,1677,protein_coding,methylmalonyl-CoA mutase
903,cds1313,CDS,COG4122,1258374,1259042,1259042,+,[R] Predicted O-methyltransferase    ,NC_013967.1,WP_004043558.1,HVO_RS11355,HVO_1381,669,protein_coding,O-methyltransferase
904,cds1314,CDS,COG1308,1259125,1259514,1259514,+,[K] Transcription factor homologous to NACalpha-BTF3 ,NC_013967.1,WP_013035416.1,HVO_RS11360,HVO_1382,390,protein_coding,nascent polypeptide-associated complex protein
904,cds1315,CDS,COG2519,1259511,1260236,1260236,+,[J] tRNA(1-methyladenosine) methyltransferase and related methyltransferases ,NC_013967.1,WP_004043556.1,HVO_RS11365,HVO_1383,726,protein_coding,SAM-dependent methyltransferase
905,cds1317,CDS,COG1594,1260973,1261293,1261293,-,"[K] DNA-directed RNA polymerase, subunit M/Transcription elongation",NC_013967.1,WP_008574128.1,HVO_RS11375,HVO_1385,321,protein_coding,transcription factor S
907,cds1319,CDS,COG1024,1261763,1262536,1262536,-,[I] Enoyl-CoA hydratase/carnithine racemase   ,NC_013967.1,WP_013035442.1,HVO_RS11385,HVO_1387,774,protein_coding,enoyl-CoA hydratase
